[15:16:33] [main/INFO]: ModLauncher running: args [--username, binbin, --version, 1.20.1, --gameDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft, --assetsDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft\assets, --assetIndex, 5, --uuid, 93a30eff4aa73845b616e60cbf31752b, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, HMCL 3.5.8.249, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.1, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[15:16:33] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.9 by Azul Systems, Inc.; OS Windows 10 arch amd64 version 10.0
[15:16:34] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[15:16:34] [main/INFO]: Trying GL version 4.6
[15:16:34] [main/INFO]: Requested GL version 4.6 got version 4.6
[15:16:34] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/hkbin/Desktop/workdir/client/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[15:16:34] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 5GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 555.99, NVIDIA Corporation
[15:16:36] [main/INFO]: Found mod file YungsBridges-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods}
[15:16:36] [main/INFO]: Found mod file YungsExtras-1.20-Forge-4.0.3.jar of type MOD with provider {mods folder locator at C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods}
[15:16:36] [main/INFO]: Found mod file YungsMenuTweaks-1.20.1-Forge-1.0.2.jar of type MOD with provider {mods folder locator at C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods}
[15:16:36] [main/WARN]: Mod file C:\Users\hkbin\Desktop\workdir\client\.minecraft\libraries\net\minecraftforge\fmlcore\1.20.1-47.3.1\fmlcore-1.20.1-47.3.1.jar is missing mods.toml file
[15:16:36] [main/WARN]: Mod file C:\Users\hkbin\Desktop\workdir\client\.minecraft\libraries\net\minecraftforge\javafmllanguage\1.20.1-47.3.1\javafmllanguage-1.20.1-47.3.1.jar is missing mods.toml file
[15:16:36] [main/WARN]: Mod file C:\Users\hkbin\Desktop\workdir\client\.minecraft\libraries\net\minecraftforge\lowcodelanguage\1.20.1-47.3.1\lowcodelanguage-1.20.1-47.3.1.jar is missing mods.toml file
[15:16:36] [main/WARN]: Mod file C:\Users\hkbin\Desktop\workdir\client\.minecraft\libraries\net\minecraftforge\mclanguage\1.20.1-47.3.1\mclanguage-1.20.1-47.3.1.jar is missing mods.toml file
[15:16:37] [main/INFO]: Found mod file fmlcore-1.20.1-47.3.1.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/INFO]: Found mod file javafmllanguage-1.20.1-47.3.1.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/INFO]: Found mod file lowcodelanguage-1.20.1-47.3.1.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/INFO]: Found mod file mclanguage-1.20.1-47.3.1.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/INFO]: Found mod file client-1.20.1-20230612.114412-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/INFO]: Found mod file forge-1.20.1-47.3.1-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@383cb5ce
[15:16:37] [main/WARN]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[15:16:37] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: aeroblender. Using Mod File: C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods\aeroblender-1.20.1-1.0.1-neoforge.jar
[15:16:37] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: curios. Using Mod File: C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods\curios-forge-5.9.1+1.20.1.jar
[15:16:37] [main/WARN]: Attempted to select a dependency jar for JarJar which was passed in as source: l2library. Using Mod File: C:\Users\hkbin\Desktop\workdir\client\.minecraft\mods\l2library-2.4.27.jar
[15:16:37] [main/INFO]: Found 33 dependencies adding them to mods collection
[15:16:37] [main/INFO]: Found mod file NanoLiveConfig-1.2.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file common-io-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file kuma-api-forge-20.1.6+1.20.1.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file MixinExtras-0.3.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file configuration-forge-1.20.1-2.2.0.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2tabs-0.3.2.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file kfflang-4.11.0.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file imageio-core-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file Registrate-MC1.20-1.3.11.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file json-0.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file mclib-20.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file kffmod-4.11.0.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file kfflib-4.11.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file flywheel-forge-1.20.1-0.6.10-7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file bytecodecs-1.0.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file common-lang-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file imageio-webp-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file jcpp-1.4.14.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2screentracker-0.1.4.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file mixinextras-forge-0.2.0-beta.9.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2modularblock-1.1.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file cumulus_menus-1.20.1-1.0.0-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file common-image-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file yabn-1.0.3.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file ldlib-forge-1.20.1-1.0.25.e.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2serial-1.2.2.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file imageio-metadata-3.10.0.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file nitrogen_internals-1.20.1-1.0.7-neoforge.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2itemselector-0.1.7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file puzzlesaccessapi-forge-8.0.7.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file gson-0.2.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file l2damagetracker-0.3.8.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:37] [main/INFO]: Found mod file jlayer-1.0.1.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@736b21ee
[15:16:40] [main/INFO]: Compatibility level set to JAVA_17
[15:16:41] [main/ERROR]: Mixin config yacl.mixins.json does not specify "minVersion" property
[15:16:41] [main/INFO]: Successfully loaded Mixin Connector [ca.spottedleaf.starlight.mixin.MixinConnector]
[15:16:41] [main/INFO]: Launching target 'forgeclient' with arguments [--version, 1.20.1, --gameDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft, --assetsDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft\assets, --uuid, 93a30eff4aa73845b616e60cbf31752b, --username, binbin, --assetIndex, 5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, HMCL 3.5.8.249, --width, 854, --height, 480]
[15:16:41] [main/WARN]: Reference map 'ad_astra_rocketed-forge-1.20.1-forge-refmap.json' for ad_astra_rocketed.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:41] [main/INFO]: Loaded configuration file for ModernFix 5.18.1+mc1.20.1: 83 options available, 0 override(s) found
[15:16:41] [main/INFO]: Applying Nashorn fix
[15:16:41] [main/INFO]: Applied Forge config corruption patch
[15:16:41] [main/INFO]: Loaded configuration file for Embeddium: 201 options available, 3 override(s) found
[15:16:41] [main/INFO]: Searching for graphics cards...
[15:16:41] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce GTX 1060 5GB, version=DriverVersion=32.0.15.5599]
[15:16:41] [main/WARN]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[15:16:41] [main/WARN]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[15:16:42] [main/WARN]: Reference map 'yungsextras.refmap.json' for yungsextras.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'yungsextras.refmap.json' for yungsextras_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'celestial_forge.refmap.json' for celestial_forge.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'nitrogen_internals.refmap.json' for nitrogen_internals.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'LesRaisinsAddon_1201.refmap.json' for lradd.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'cookingforblockheads.refmap.json' for cookingforblockheads.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'createappliedkinetics.refmap.json' for createappliedkinetics.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/WARN]: Reference map 'betterp2p-forge-refmap.json' for betterp2p.mixins.json could not be read. If this is a development environment you can ignore this message
[15:16:42] [main/INFO]: Loaded configuration file for Sodium Extra: 35 options available, 0 override(s) found
